Tree ID;Species Name;Carbon Storage (lb);% of Total
25537;Basswood spp;1.598,6;0,0
25538;Sycamore spp;1.288,3;0,0
25539;Sycamore spp;1.288,3;0,0
25540;Basswood spp;216,8;0,0
25541;Narrow-leafed ash;198,8;0,0
25545;Arizona cypress;369,6;0,0
25546;Arizona cypress;369,6;0,0
25547;Arizona cypress;369,6;0,0
25553;Basswood spp;216,8;0,0
25554;Basswood spp;216,8;0,0
25555;Basswood spp;216,8;0,0
25556;Basswood spp;216,8;0,0
25557;Basswood spp;216,8;0,0
25558;Basswood spp;216,8;0,0
25559;Basswood spp;216,8;0,0
25560;Basswood spp;216,8;0,0
25561;Basswood spp;216,8;0,0
25563;Basswood spp;216,8;0,0
25565;Basswood spp;216,8;0,0
25566;Basswood spp;216,8;0,0
25567;Basswood spp;216,8;0,0
25568;Basswood spp;216,8;0,0
25570;Necklacepod spp;281,3;0,0
25571;Necklacepod spp;55,1;0,0
25573;Necklacepod spp;281,3;0,0
25574;Necklacepod spp;281,3;0,0
25575;Necklacepod spp;55,1;0,0
25576;European ash;46,4;0,0
25577;Lombardy poplar;1.753,4;0,0
25581;Boxelder;219,6;0,0
25582;Boxelder;219,6;0,0
25584;Boxelder;219,6;0,0
25585;Narrow-leafed ash;207,4;0,0
25586;Sycamore maple;266,7;0,0
25587;Narrow-leafed ash;207,4;0,0
25588;Narrow-leafed ash;207,4;0,0
25589;Horse chestnut;281,8;0,0
25591;Norway spruce;63,0;0,0
25592;Sycamore spp;159,4;0,0
25593;Sycamore spp;159,4;0,0
25594;Sycamore spp;159,4;0,0
25595;Sycamore spp;159,4;0,0
25600;Sycamore spp;1.288,3;0,0
25601;Sycamore spp;1.288,3;0,0
25602;Sycamore spp;1.288,3;0,0
25605;Basswood spp;2.891,4;0,0
25608;Deodar cedar;2.694,1;0,0
25609;European hackberry;339,2;0,0
25610;Sycamore spp;1.288,3;0,0
25612;Sycamore spp;2.394,6;0,0
25617;Horse chestnut;2.321,2;0,0
25623;European hackberry;339,2;0,0
25624;Sycamore spp;1.288,3;0,0
25629;Honeylocust;4,9;0,0
25630;Honeylocust;4,9;0,0
25631;Honeylocust;4,9;0,0
25633;Honeylocust;4,9;0,0
25637;Basswood spp;3,2;0,0
25639;Atlas cedar;1.613,9;0,0
25641;Holly oak;400,0;0,0
25642;Osage orange;1.713,7;0,0
25645;Sweet cherry;1.217,8;0,0
25651;Common fig;3,6;0,0
25654;Populus canescens;1.753,4;0,0
25660;Basswood spp;1.598,6;0,0
25661;Basswood spp;1.598,6;0,0
25662;Basswood spp;1.598,6;0,0
25663;Basswood spp;1.598,6;0,0
25664;Basswood spp;1.598,6;0,0
25665;Basswood spp;1.598,6;0,0
25666;Basswood spp;1.598,6;0,0
25667;Basswood spp;1.598,6;0,0
25668;Basswood spp;1.598,6;0,0
25669;Basswood spp;1.598,6;0,0
25671;Basswood spp;1.598,6;0,0
25672;Basswood spp;1.598,6;0,0
25673;Basswood spp;1.598,6;0,0
25674;Basswood spp;1.598,6;0,0
25675;Basswood spp;1.598,6;0,0
25676;Basswood spp;1.598,6;0,0
25677;Basswood spp;723,0;0,0
25678;Basswood spp;1.598,6;0,0
25679;Basswood spp;723,0;0,0
25680;Basswood spp;216,8;0,0
25681;Basswood spp;216,8;0,0
25682;Basswood spp;723,0;0,0
25683;Basswood spp;1.598,6;0,0
25684;Basswood spp;1.598,6;0,0
25685;Basswood spp;723,0;0,0
25686;Basswood spp;216,8;0,0
25687;Basswood spp;723,0;0,0
25688;Basswood spp;1.598,6;0,0
25689;Basswood spp;1.598,6;0,0
25690;Basswood spp;723,0;0,0
25691;Basswood spp;723,0;0,0
25692;Basswood spp;1.598,6;0,0
25693;Basswood spp;1.598,6;0,0
25694;Basswood spp;1.598,6;0,0
25695;Basswood spp;1.598,6;0,0
25696;Basswood spp;1.598,6;0,0
25697;Basswood spp;1.598,6;0,0
25698;Basswood spp;1.598,6;0,0
25699;Basswood spp;723,0;0,0
25700;Basswood spp;1.598,6;0,0
25701;Basswood spp;1.598,6;0,0
25702;Basswood spp;1.598,6;0,0
25704;Basswood spp;1.598,6;0,0
25705;Basswood spp;1.598,6;0,0
25706;Basswood spp;1.598,6;0,0
25707;Basswood spp;1.598,6;0,0
25708;Basswood spp;1.598,6;0,0
25709;European hackberry;735,6;0,0
25710;Horse chestnut;281,8;0,0
25711;Sycamore spp;29,7;0,0
25712;Sycamore spp;159,4;0,0
25714;Hedge maple;271,9;0,0
25715;Hedge maple;901,3;0,0
25716;Black mulberry;341,2;0,0
25721;Sweet cherry;64,9;0,0
25722;Bigleaf linden;232,5;0,0
25723;Horse chestnut;281,8;0,0
25724;Bigleaf linden;45,3;0,0
25725;Horse chestnut;53,3;0,0
25726;Bigleaf linden;45,3;0,0
25727;Horse chestnut;281,8;0,0
25729;Northern red oak;288,3;0,0
25730;Northern red oak;288,3;0,0
25733;Sweet cherry;351,0;0,0
25736;Sweet cherry;64,9;0,0
25738;European hackberry;79,5;0,0
25739;European hackberry;79,5;0,0
25740;European hackberry;79,5;0,0
25741;European hackberry;79,5;0,0
25742;European hackberry;79,5;0,0
25743;European hackberry;79,5;0,0
25746;Black mulberry;341,2;0,0
25747;English oak;362,3;0,0
25748;Deodar cedar;70,5;0,0
25750;Arbol de judea;4,9;0,0
25751;Arbol de judea;4,9;0,0
25752;Arbol de judea;4,9;0,0
25762;English oak;362,3;0,0
25764;English oak;362,3;0,0
25770;English oak;362,3;0,0
25771;Deodar cedar;70,5;0,0
25772;English oak;362,3;0,0
25774;Black mulberry;63,9;0,0
25775;Black mulberry;63,9;0,0
25781;Hedge maple;271,9;0,0
25784;Lombardy poplar;1.753,4;0,0
25785;Sycamore spp;159,4;0,0
25786;Sycamore spp;1.288,3;0,0
25787;Sycamore spp;159,4;0,0
25788;Sycamore spp;159,4;0,0
25795;European hackberry;24,2;0,0
25800;European hackberry;24,2;0,0
25801;Basswood spp;216,8;0,0
25802;Basswood spp;216,8;0,0
25803;Basswood spp;216,8;0,0
25804;Basswood spp;216,8;0,0
25805;Basswood spp;216,8;0,0
25806;Basswood spp;216,8;0,0
25807;Basswood spp;216,8;0,0
25808;Basswood spp;216,8;0,0
25809;Basswood spp;216,8;0,0
25810;Basswood spp;216,8;0,0
25811;Basswood spp;216,8;0,0
25812;Basswood spp;216,8;0,0
25813;Basswood spp;216,8;0,0
25814;Basswood spp;216,8;0,0
25815;Sycamore spp;159,4;0,0
25816;Sycamore spp;29,7;0,0
25817;Sycamore spp;29,7;0,0
25823;Basswood spp;216,8;0,0
25824;Basswood spp;1.598,6;0,0
25825;Basswood spp;1.598,6;0,0
25826;Basswood spp;1.598,6;0,0
25827;Basswood spp;1.598,6;0,0
25828;Basswood spp;723,0;0,0
25829;Basswood spp;1.598,6;0,0
25830;European hackberry;24,2;0,0
25835;Lombardy poplar;1.753,4;0,0
25837;Lombardy poplar;3.272,5;0,0
25838;Basswood spp;216,8;0,0
25839;Basswood spp;216,8;0,0
25840;Basswood spp;216,8;0,0
25841;Basswood spp;216,8;0,0
25844;Lombardy poplar;1.753,4;0,0
25847;Populus canescens;1.753,4;0,0
25848;Populus canescens;1.753,4;0,0
25850;Basswood spp;3,2;0,0
25851;White poplar;1.707,2;0,0
25854;Lombardy poplar;1.753,4;0,0
25859;Basswood spp;216,8;0,0
25860;Basswood spp;216,8;0,0
25861;Basswood spp;216,8;0,0
25862;Basswood spp;216,8;0,0
25863;Basswood spp;216,8;0,0
25864;Basswood spp;216,8;0,0
25865;Basswood spp;216,8;0,0
25866;European hackberry;339,2;0,0
25867;European hackberry;79,5;0,0
25868;European hackberry;79,5;0,0
25869;European hackberry;339,2;0,0
25870;European hackberry;190,6;0,0
25871;European hackberry;79,5;0,0
25872;European hackberry;339,2;0,0
25873;European hackberry;339,2;0,0
25874;European hackberry;190,6;0,0
25875;European hackberry;339,2;0,0
25876;European hackberry;79,5;0,0
25877;European hackberry;339,2;0,0
25878;European hackberry;190,6;0,0
25879;European hackberry;79,5;0,0
25880;European hackberry;79,5;0,0
25881;European hackberry;79,5;0,0
25882;European hackberry;339,2;0,0
25883;European hackberry;339,2;0,0
25884;European hackberry;339,2;0,0
25885;European hackberry;521,6;0,0
25886;Sycamore spp;159,4;0,0
25887;Sycamore spp;159,4;0,0
25888;Sycamore spp;159,4;0,0
25889;Sycamore spp;159,4;0,0
25890;Sycamore spp;159,4;0,0
25891;Sycamore spp;159,4;0,0
25892;Sycamore spp;159,4;0,0
25896;Lombardy poplar;1.753,4;0,0
25898;Lombardy poplar;5.389,2;0,0
25899;Norway maple;4,9;0,0
25901;Basswood spp;216,8;0,0
25902;Basswood spp;216,8;0,0
25903;Basswood spp;216,8;0,0
25904;Basswood spp;723,0;0,0
25905;Basswood spp;723,0;0,0
25907;Populus canescens;3.272,5;0,0
25911;Populus canescens;3.272,5;0,0
25912;Hedge maple;4,1;0,0
25913;Norway maple;4,9;0,0
25916;European hackberry;339,2;0,0
25917;European hackberry;79,5;0,0
25918;European hackberry;79,5;0,0
25919;European hackberry;190,6;0,0
25920;European hackberry;79,5;0,0
25921;European hackberry;339,2;0,0
25922;Japanese persimmon;198,9;0,0
25923;European hackberry;339,2;0,0
25924;European hackberry;521,6;0,0
25925;European hackberry;339,2;0,0
25926;European hackberry;521,6;0,0
25927;European hackberry;339,2;0,0
25928;Sycamore spp;159,4;0,0
25929;Ash spp;42,8;0,0
25930;Sycamore spp;159,4;0,0
25931;Sycamore spp;159,4;0,0
25932;Sycamore spp;560,8;0,0
25936;European hackberry;3,7;0,0
25937;European hackberry;3,7;0,0
25938;European hackberry;3,7;0,0
25941;Horse chestnut;3,6;0,0
25942;Horse chestnut;3,6;0,0
25943;Horse chestnut;3,6;0,0
25944;Mulberry spp;63,9;0,0
25946;Ash spp;3,2;0,0
25947;Horse chestnut;3,6;0,0
25948;White mulberry;4,8;0,0
25949;Black mulberry;4,5;0,0
25950;Mulberry spp;4,5;0,0
25956;Ash spp;3,2;0,0
25957;Mulberry spp;4,5;0,0
25958;Mulberry spp;341,2;0,0
25963;Black mulberry;4,5;0,0
25964;Mulberry spp;4,5;0,0
25965;Black mulberry;4,5;0,0
25967;White mulberry;4,8;0,0
25968;Ash spp;3,2;0,0
25970;European hackberry;3,7;0,0
25971;European hackberry;3,7;0,0
25972;European hackberry;3,7;0,0
25975;Ash spp;3,8;0,0
25976;Mulberry spp;63,9;0,0
25978;European hackberry;3,7;0,0
25979;Common pear;60,8;0,0
25980;European hackberry;3,7;0,0
25982;European hackberry;3,7;0,0
25983;Mulberry spp;4,5;0,0
25984;Common pear;60,8;0,0
25986;Mulberry spp;4,5;0,0
25987;White mulberry;4,8;0,0
25988;European hackberry;3,7;0,0
25994;Black mulberry;4,5;0,0
25995;Mulberry spp;4,5;0,0
26000;European hackberry;24,2;0,0
26001;European hackberry;24,2;0,0
26005;White mulberry;4,8;0,0
26012;English oak;14,8;0,0
26013;Ash spp;3,2;0,0
26023;English oak;14,8;0,0
26032;Ash spp;3,2;0,0
26034;Ash spp;3,2;0,0
26037;Black mulberry;4,5;0,0
26042;Mulberry spp;341,2;0,0
26043;Mulberry spp;63,9;0,0
26044;Basswood spp;216,8;0,0
26045;Basswood spp;216,8;0,0
26046;Basswood spp;216,8;0,0
26047;Basswood spp;216,8;0,0
26048;Basswood spp;216,8;0,0
26049;Basswood spp;216,8;0,0
26050;Basswood spp;216,8;0,0
26051;Basswood spp;216,8;0,0
26052;Basswood spp;216,8;0,0
26053;European hackberry;79,5;0,0
26054;European hackberry;79,5;0,0
26056;European hackberry;79,5;0,0
26057;European hackberry;521,6;0,0
26058;European hackberry;339,2;0,0
26059;European hackberry;79,5;0,0
26061;European hackberry;79,5;0,0
26062;European hackberry;339,2;0,0
26063;European hackberry;339,2;0,0
26064;European hackberry;339,2;0,0
26065;European hackberry;3,7;0,0
26066;European hackberry;3,7;0,0
26067;European hackberry;3,7;0,0
26068;European hackberry;3,7;0,0
26073;European hackberry;3,7;0,0
26074;European hackberry;3,7;0,0
26078;European hackberry;3,7;0,0
26079;European hackberry;3,7;0,0
26094;English oak;14,8;0,0
26095;English oak;14,8;0,0
26096;European hackberry;79,5;0,0
26097;Necklacepod spp;281,3;0,0
26098;European hackberry;24,2;0,0
26099;English oak;94,2;0,0
26101;European hackberry;24,2;0,0
26102;European hackberry;24,2;0,0
26103;Populus canescens;1.753,4;0,0
26108;White poplar;1.707,2;0,0
26110;Necklacepod spp;55,1;0,0
26114;Ash spp;3,2;0,0
26122;White poplar;1.707,2;0,0
26123;Populus canescens;214,1;0,0
26126;White poplar;1.707,2;0,0
26131;White poplar;1.707,2;0,0
26134;European hackberry;79,5;0,0
26135;European hackberry;79,5;0,0
26136;European hackberry;79,5;0,0
26137;European hackberry;79,5;0,0
26138;Ash spp;42,8;0,0
26139;Ash spp;42,8;0,0
26140;Ash spp;3,8;0,0
26142;Ash spp;3,2;0,0
26143;Ash spp;3,2;0,0
26147;Black locust;4.342,8;0,0
26153;Ash spp;3,2;0,0
26157;Populus canescens;1.753,4;0,0
26158;Populus canescens;760,5;0,0
26162;Populus canescens;214,1;0,0
26165;Ash spp;42,8;0,0
26168;Ash spp;3,2;0,0
26174;European turkey oak;115,7;0,0
26177;European turkey oak;115,7;0,0
26188;Populus canescens;1.753,4;0,0
26189;Populus canescens;760,5;0,0
26192;Populus canescens;760,5;0,0
26203;Ash spp;3,2;0,0
26205;Ash spp;3,2;0,0
26206;Ash spp;42,8;0,0
26207;Ash spp;42,8;0,0
26212;Populus canescens;5.389,2;0,0
26216;Necklacepod spp;281,3;0,0
26219;Necklacepod spp;281,3;0,0
26220;Ash spp;42,8;0,0
26221;English oak;94,2;0,0
26223;Populus canescens;1.753,4;0,0
26224;English oak;94,2;0,0
26226;Necklacepod spp;281,3;0,0
26227;English oak;94,2;0,0
26229;Populus canescens;760,5;0,0
26230;Sweet cherry;4,5;0,0
26231;Necklacepod spp;55,1;0,0
26232;Necklacepod spp;2.223,5;0,0
26234;European hackberry;79,5;0,0
26235;European hackberry;79,5;0,0
26236;European hackberry;79,5;0,0
26237;Ash spp;42,8;0,0
26246;Ash spp;3,2;0,0
26248;Littleleaf linden;232,5;0,0
26250;Populus canescens;760,5;0,0
26262;Black locust;57,7;0,0
26263;Black locust;294,5;0,0
26265;Black locust;57,7;0,0
26270;Black locust;294,5;0,0
26272;Black locust;294,5;0,0
26274;Populus canescens;1.753,4;0,0
26275;Populus canescens;760,5;0,0
26277;European ash;46,4;0,0
26278;European ash;222,2;0,0
26280;European ash;46,4;0,0
26281;European ash;3,5;0,0
26282;European ash;3,5;0,0
26283;European ash;3,5;0,0
26285;European ash;3,5;0,0
26286;Horse chestnut;50,5;0,0
26289;Ash spp;42,8;0,0
26291;Populus canescens;214,1;0,0
26297;Deodar cedar;279,2;0,0
26302;Basswood spp;216,8;0,0
26303;Basswood spp;216,8;0,0
26304;Lombardy poplar;1.753,4;0,0
26305;Arizona cypress;373,9;0,0
26306;Black locust;1.016,7;0,0
26308;European hackberry;79,5;0,0
26310;Hedge maple;4,1;0,0
26321;Lombardy poplar;214,1;0,0
26326;Horse chestnut;53,3;0,0
26327;European hackberry;190,6;0,0
26328;European hackberry;190,6;0,0
26329;European hackberry;79,5;0,0
26330;European hackberry;190,6;0,0
26331;European hackberry;190,6;0,0
26332;European hackberry;190,6;0,0
26334;Russian olive;256,4;0,0
26336;Ash spp;3,2;0,0
26338;Ash spp;3,8;0,0
26341;Basswood spp;216,8;0,0
26342;Basswood spp;216,8;0,0
26347;Ash spp;3,8;0,0
26348;Ash spp;3,8;0,0
26355;Black locust;5,4;0,0
26359;White poplar;208,4;0,0
26361;Black mulberry;1.172,5;0,0
26362;Ash spp;3,8;0,0
26364;Ash spp;42,8;0,0
26365;Ash spp;3,8;0,0
26370;Ash spp;3,2;0,0
26371;Black locust;57,7;0,0
26379;Black poplar;5.247,2;0,0
26381;Ash spp;3,8;0,0
26385;Ash spp;3,2;0,0
26387;Black locust;294,5;0,0
26388;Black locust;294,5;0,0
26390;Black poplar;5.247,2;0,0
26391;Japanese persimmon;1,8;0,0
26394;Common apple;321,4;0,0
26405;Basswood spp;216,8;0,0
26406;Basswood spp;216,8;0,0
26407;Basswood spp;216,8;0,0
26408;Basswood spp;216,8;0,0
26409;Basswood spp;216,8;0,0
26410;Basswood spp;216,8;0,0
26411;Basswood spp;42,3;0,0
26416;Basswood spp;216,8;0,0
26417;Basswood spp;216,8;0,0
26418;Basswood spp;216,8;0,0
26419;Basswood spp;216,8;0,0
26421;Basswood spp;42,3;0,0
26425;Basswood spp;42,3;0,0
26427;Basswood spp;42,3;0,0
26428;White poplar;1.707,2;0,0
26433;Japanese persimmon;1,8;0,0
26435;Boxelder;46,2;0,0
26453;Basswood spp;216,8;0,0
26454;European hackberry;190,6;0,0
26456;European hackberry;79,5;0,0
26466;Lombardy poplar;760,5;0,0
26467;Lombardy poplar;214,1;0,0
26472;Lombardy poplar;214,1;0,0
26473;Lombardy poplar;1.753,4;0,0
26485;Lombardy poplar;214,1;0,0
26486;Lombardy poplar;214,1;0,0
26487;Lombardy poplar;214,1;0,0
26493;European hackberry;24,2;0,0
26494;European hackberry;24,2;0,0
26498;Sycamore spp;159,4;0,0
26499;Sycamore spp;159,4;0,0
26500;Sycamore spp;159,4;0,0
26501;Sycamore spp;2.394,6;0,0
26502;European hackberry;79,5;0,0
26503;Sycamore spp;159,4;0,0
26504;Sycamore spp;159,4;0,0
26506;Sycamore spp;1.288,3;0,0
26508;Sycamore spp;159,4;0,0
26509;Sycamore spp;1.288,3;0,0
26510;Ash spp;213,8;0,0
26512;Sycamore spp;560,8;0,0
26514;Elm spp;3.696,8;0,0
26515;Elm spp;265,1;0,0
26516;Elm spp;902,6;0,0
26517;Elm spp;265,1;0,0
26524;Black locust;294,5;0,0
26525;Austrian pine;2,2;0,0
26526;English oak;1.951,0;0,0
26527;English oak;4.810,6;0,0
26535;English oak;4.810,6;0,0
26536;Hedge maple;271,9;0,0
26537;Oneseed hawthorn;67,6;0,0
26542;Littleleaf linden;3,4;0,0
26544;Littleleaf linden;3,4;0,0
26549;Littleleaf linden;3,4;0,0
26552;European hackberry;79,5;0,0
26553;European hackberry;79,5;0,0
26554;European hackberry;79,5;0,0
26555;European hackberry;79,5;0,0
26556;European hackberry;79,5;0,0
26557;European hackberry;79,5;0,0
26558;European hackberry;79,5;0,0
26559;European hackberry;79,5;0,0
26560;European hackberry;79,5;0,0
26561;European hackberry;79,5;0,0
26563;European ash;46,4;0,0
26564;European ash;46,4;0,0
26568;European ash;222,2;0,0
26570;English oak;362,3;0,0
26572;Ash spp;213,8;0,0
26573;Hedge maple;4,1;0,0
26575;Littleleaf linden;45,3;0,0
26576;Horse chestnut;53,3;0,0
26577;Horse chestnut;53,3;0,0
26579;Littleleaf linden;3,4;0,0
26580;Common fig;3,6;0,0
26581;Basswood spp;3,2;0,0
26583;Horse chestnut;53,3;0,0
26584;Littleleaf linden;3,4;0,0
26588;Ash spp;3,8;0,0
26590;Populus canescens;1.753,4;0,0
26591;Ash spp;42,8;0,0
26592;Populus canescens;3.272,5;0,0
26595;Ash spp;205,0;0,0
26596;Ash spp;213,8;0,0
26602;Ash spp;205,0;0,0
26605;Mulberry spp;63,9;0,0
26608;Ash spp;3,8;0,0
26609;Ash spp;3,8;0,0
26614;Populus canescens;1.753,4;0,0
26615;Ash spp;42,8;0,0
26617;Populus canescens;3.272,5;0,0
26618;Populus canescens;1.753,4;0,0
26619;Ash spp;205,0;0,0
26622;Ash spp;205,0;0,0
26623;Ash spp;205,0;0,0
26624;Sycamore maple;266,7;0,0
26625;Sycamore maple;56,1;0,0
26626;Ash spp;42,8;0,0
26628;Populus canescens;1.753,4;0,0
26630;Sycamore spp;159,4;0,0
26633;Sycamore spp;29,7;0,0
26637;Black mulberry;341,2;0,0
26638;Black mulberry;63,9;0,0
26639;Black mulberry;341,2;0,0
26641;Sycamore spp;2,2;0,0
26645;Downy oak;445,0;0,0
26650;Mulberry spp;4,5;0,0
26651;Mulberry spp;4,5;0,0
26652;Mulberry spp;63,9;0,0
26654;Sycamore spp;2,2;0,0
26656;Mulberry spp;63,9;0,0
26657;Black mulberry;341,2;0,0
26659;Mulberry spp;63,9;0,0
26661;Black mulberry;63,9;0,0
26662;Black mulberry;4,5;0,0
26667;Black mulberry;4,5;0,0
26668;Downy oak;445,0;0,0
26669;Downy oak;115,7;0,0
26670;Downy oak;115,7;0,0
26672;European turkey oak;445,0;0,0
26678;Downy oak;445,0;0,0
26679;Downy oak;445,0;0,0
26680;European turkey oak;445,0;0,0
26684;European hackberry;79,5;0,0
26688;Lombardy poplar;1.753,4;0,0
26690;Downy oak;115,7;0,0
26691;European hackberry;24,2;0,0
26692;European hackberry;79,5;0,0
26693;Downy oak;445,0;0,0
26694;European hackberry;79,5;0,0
26695;European hackberry;24,2;0,0
26711;Ash spp;42,8;0,0
26712;Ash spp;213,8;0,0
26713;Ash spp;42,8;0,0
26714;Ash spp;42,8;0,0
26715;Ash spp;205,0;0,0
26716;European turkey oak;445,0;0,0
26720;Lombardy poplar;214,1;0,0
26723;Italian alder;52,5;0,0
26724;Lombardy poplar;1.753,4;0,0
26727;Hedge maple;271,9;0,0
26728;European filbert;8,2;0,0
26730;Oneseed hawthorn;67,6;0,0
26732;Norway maple;4,1;0,0
26738;Norway maple;4,1;0,0
26740;Norway maple;52,1;0,0
26742;Norway maple;4,1;0,0
26744;Norway maple;4,1;0,0
26746;Norway maple;4,1;0,0
26749;Black locust;1.016,7;0,0
26753;Hedge maple;4,1;0,0
26755;Ash spp;3,8;0,0
26756;Boxelder;219,6;0,0
26757;Ash spp;205,0;0,0
26758;Horse chestnut;4.319,9;0,0
26793;Ash spp;45,5;0,0
26794;Ash spp;42,8;0,0
26798;Ash spp;213,8;0,0
26803;European hackberry;79,5;0,0
26804;Ash spp;205,0;0,0
26807;European hackberry;24,2;0,0
26809;Sycamore spp;159,4;0,0
26810;Narrow-leafed ash;198,8;0,0
26812;European hackberry;24,2;0,0
26813;Ash spp;42,8;0,0
26815;Goldenrain tree;66,1;0,0
26817;Narrow-leafed ash;41,5;0,0
26818;European hackberry;79,5;0,0
26821;Boxelder;46,2;0,0
26824;Populus canescens;1.753,4;0,0
26825;Ash spp;205,0;0,0
26826;Populus canescens;1.753,4;0,0
26827;Populus canescens;1.753,4;0,0
26829;European hackberry;79,5;0,0
26831;European hackberry;79,5;0,0
26832;English oak;362,3;0,0
26833;English oak;94,2;0,0
26835;English oak;362,3;0,0
26836;English oak;362,3;0,0
26837;English oak;362,3;0,0
26838;Basswood spp;42,3;0,0
26840;Sycamore spp;29,7;0,0
26843;Ash spp;205,0;0,0
26844;Ash spp;205,0;0,0
26845;Basswood spp;216,8;0,0
26846;European hackberry;79,5;0,0
26847;Basswood spp;42,3;0,0
26849;English oak;362,3;0,0
26850;English oak;362,3;0,0
26851;English oak;362,3;0,0
26852;European hackberry;79,5;0,0
26853;Ash spp;42,8;0,0
26854;European hackberry;24,2;0,0
26855;Sycamore spp;29,7;0,0
26856;Littleleaf linden;232,5;0,0
26857;Littleleaf linden;232,5;0,0
26858;Littleleaf linden;232,5;0,0
26861;Basswood spp;42,3;0,0
26862;Goldenrain tree;66,1;0,0
26864;English oak;94,2;0,0
26865;European hackberry;79,5;0,0
26866;European hackberry;79,5;0,0
26868;European hackberry;79,5;0,0
26870;European hackberry;79,5;0,0
26872;English oak;94,2;0,0
26873;European hackberry;24,2;0,0
26875;European hackberry;79,5;0,0
26877;European hackberry;24,2;0,0
26880;Ash spp;42,8;0,0
26882;Ash spp;42,8;0,0
26887;Ash spp;3,2;0,0
26895;Ash spp;3,2;0,0
26896;Ash spp;3,2;0,0
26897;Ash spp;3,2;0,0
26900;Ash spp;205,0;0,0
26903;Ash spp;205,0;0,0
26904;European alder;218,9;0,0
26905;Sycamore spp;159,4;0,0
26906;Italian alder;52,5;0,0
26912;Tree of heaven;2.383,3;0,0
26914;Narrow-leafed ash;3,1;0,0
26916;Narrow-leafed ash;3,7;0,0
26917;Sycamore spp;159,4;0,0
26918;Ash spp;42,8;0,0
26921;Narrow-leafed ash;207,4;0,0
26922;Basswood spp;216,8;0,0
26925;European alder;218,9;0,0
26928;Basswood spp;42,3;0,0
26929;European alder;218,9;0,0
26930;Basswood spp;42,3;0,0
26933;European ash;3,5;0,0
26937;European hackberry;79,5;0,0
26938;European hackberry;79,5;0,0
26939;European hackberry;79,5;0,0
26940;European hackberry;79,5;0,0
26941;European hackberry;79,5;0,0
26942;European hackberry;79,5;0,0
26943;European hackberry;79,5;0,0
26944;European hackberry;79,5;0,0
26945;European hackberry;79,5;0,0
26946;European hackberry;190,6;0,0
26947;European hackberry;79,5;0,0
26948;European hackberry;79,5;0,0
26949;European hackberry;79,5;0,0
26950;European hackberry;79,5;0,0
26951;European hackberry;79,5;0,0
26952;European hackberry;79,5;0,0
26953;European hackberry;79,5;0,0
26954;European hackberry;79,5;0,0
26955;European hackberry;79,5;0,0
26956;European hackberry;79,5;0,0
26957;European hackberry;79,5;0,0
26958;Basswood spp;216,8;0,0
26959;Basswood spp;216,8;0,0
26960;Basswood spp;216,8;0,0
26961;Basswood spp;216,8;0,0
26963;Flowering ash;39,1;0,0
26964;Ash spp;205,0;0,0
26965;Ash spp;205,0;0,0
26966;Ash spp;205,0;0,0
26967;Basswood spp;216,8;0,0
26968;Basswood spp;42,3;0,0
26973;Basswood spp;216,8;0,0
26974;Basswood spp;216,8;0,0
26975;Basswood spp;216,8;0,0
26976;Basswood spp;216,8;0,0
26977;Basswood spp;216,8;0,0
26978;Ash spp;42,8;0,0
26979;Ash spp;205,0;0,0
26980;Ash spp;39,1;0,0
26982;Basswood spp;216,8;0,0
26984;Basswood spp;216,8;0,0
26985;Basswood spp;216,8;0,0
26991;Basswood spp;216,8;0,0
26992;Basswood spp;216,8;0,0
26993;Basswood spp;216,8;0,0
26995;Littleleaf linden;3,4;0,0
26996;Littleleaf linden;3,4;0,0
26998;Sycamore spp;2.394,6;0,0
26999;Sycamore maple;4,1;0,0
27003;Basswood spp;42,3;0,0
27004;Austrian pine;134,5;0,0
27005;Austrian pine;27,7;0,0
27010;Lombardy poplar;1.753,4;0,0
27013;Lombardy poplar;1.753,4;0,0
27015;Lombardy poplar;760,5;0,0
27016;Bay laurel;10,3;0,0
27017;Paper mulberry;190,3;0,0
27018;Lombardy poplar;1.753,4;0,0
27019;Lombardy poplar;760,5;0,0
27021;Bigleaf linden;45,3;0,0
27022;Lombardy poplar;760,5;0,0
27023;Lombardy poplar;760,5;0,0
27024;Black poplar;1.707,2;0,0
27025;Paper mulberry;35,7;0,0
27026;Bigleaf linden;232,5;0,0
27029;Lombardy poplar;214,1;0,0
27030;Lombardy poplar;38,4;0,0
27032;Lombardy poplar;214,1;0,0
27033;European hackberry;79,5;0,0
27034;European hackberry;79,5;0,0
27035;European hackberry;24,2;0,0
27036;European hackberry;79,5;0,0
27038;European hackberry;24,2;0,0
27040;European hackberry;24,2;0,0
27041;European hackberry;24,2;0,0
27042;European hackberry;24,2;0,0
27044;Silver linden;34,5;0,0
27045;Basswood spp;216,8;0,0
27046;European hackberry;24,2;0,0
27047;European hackberry;79,5;0,0
27048;Basswood spp;3,2;0,0
27049;Basswood spp;216,8;0,0
27050;European hackberry;79,5;0,0
27053;European hackberry;79,5;0,0
27054;European hackberry;79,5;0,0
27055;European hackberry;79,5;0,0
27056;European hackberry;79,5;0,0
27058;Lombardy poplar;214,1;0,0
27059;Lombardy poplar;214,1;0,0
27064;European hackberry;24,2;0,0
27065;European hackberry;79,5;0,0
27066;European hackberry;79,5;0,0
27067;European hackberry;24,2;0,0
27068;European hackberry;24,2;0,0
