Tree ID;Species Name;Carbon Storage (lb);% of Total
2571;Sycamore spp;1.288,3;0,0
2576;Sycamore spp;1.288,3;0,0
2577;Sycamore spp;1.288,3;0,0
2578;Sycamore spp;1.288,3;0,0
2579;Sycamore spp;1.288,3;0,0
2581;White mulberry;67,6;0,0
2582;Baldcypress;37,9;0,0
2583;Baldcypress;37,9;0,0
2584;Baldcypress;174,6;0,0
2587;Baldcypress;37,9;0,0
2588;White mulberry;360,9;0,0
2589;Baldcypress;39,0;0,0
2590;Baldcypress;174,6;0,0
2591;Baldcypress;174,6;0,0
2593;Baldcypress;1.102,7;0,0
2594;Baldcypress;535,4;0,0
2595;Baldcypress;2.022,2;0,0
2597;Baldcypress;39,0;0,0
2598;Baldcypress;3.151,0;0,0
2600;Plum spp;5,3;0,0
2603;Plum spp;77,3;0,0
2605;Italian cypress;370,3;0,0
2606;Italian cypress;370,3;0,0
2607;Italian cypress;97,5;0,0
2608;Italian cypress;2.032,3;0,0
2609;Italian cypress;3.327,4;0,0
2610;Italian cypress;2.032,3;0,0
2611;Italian cypress;1.026,4;0,0
2612;Italian cypress;1.026,4;0,0
2613;Italian cypress;1.034,9;0,0
2614;Italian cypress;1.034,9;0,0
2615;Italian cypress;1.034,9;0,0
2616;Italian cypress;1.034,9;0,0
2617;Italian cypress;1.034,9;0,0
2619;Italian cypress;374,7;0,0
2620;Horse chestnut;2.321,2;0,0
2621;Necklacepod spp;55,1;0,0
2623;Horse chestnut;2.321,2;0,0
2624;Necklacepod spp;4.148,4;0,0
2625;Horse chestnut;984,0;0,0
2629;Horse chestnut;281,8;0,0
2630;Horse chestnut;1.016,9;0,0
2631;Horse chestnut;281,8;0,0
2632;Horse chestnut;2.321,2;0,0
2633;Horse chestnut;281,8;0,0
2634;Horse chestnut;984,0;0,0
2636;Horse chestnut;3,6;0,0
2641;Horse chestnut;4.319,9;0,0
2643;Horse chestnut;281,8;0,0
2645;Horse chestnut;2.321,2;0,0
2647;Horse chestnut;1.016,9;0,0
2649;Horse chestnut;2.321,2;0,0
2650;Horse chestnut;2.321,2;0,0
2652;Sycamore spp;1.288,3;0,0
2653;Sycamore spp;159,4;0,0
2654;Black walnut;2.179,3;0,0
2655;Sycamore spp;1.288,3;0,0
2656;Sycamore spp;1.288,3;0,0
2657;Sycamore spp;560,8;0,0
2660;Lombardy poplar;2,5;0,0
2661;Lombardy poplar;38,4;0,0
2665;Holly oak;400,0;0,0
2666;Sycamore spp;1.288,3;0,0
2667;Sycamore spp;560,8;0,0
2669;Sycamore spp;159,4;0,0
2670;Sycamore spp;1.288,3;0,0
2671;Sycamore spp;159,4;0,0
2672;Sycamore spp;1.288,3;0,0
2673;Sycamore spp;159,4;0,0
2674;Sycamore spp;159,4;0,0
2675;Sycamore spp;1.288,3;0,0
2677;Sycamore spp;560,8;0,0
2679;Sycamore spp;560,8;0,0
2681;Sycamore spp;29,7;0,0
2683;Sycamore spp;159,4;0,0
2684;Sycamore spp;159,4;0,0
2685;Sycamore spp;2,2;0,0
2686;Sycamore spp;2,2;0,0
2689;Sycamore spp;29,7;0,0
2690;Sycamore spp;159,4;0,0
2692;Sycamore spp;560,8;0,0
2693;Sycamore spp;159,4;0,0
2695;Sycamore spp;159,4;0,0
2696;Sycamore spp;159,4;0,0
2697;Sycamore spp;159,4;0,0
2698;Sycamore spp;159,4;0,0
2700;Sycamore spp;560,8;0,0
2701;Necklacepod spp;281,3;0,0
2702;Italian stone pine;513,3;0,0
2703;Italian stone pine;157,2;0,0
2704;Italian stone pine;1.122,6;0,0
2705;Italian stone pine;513,3;0,0
2706;Italian stone pine;513,3;0,0
2708;Italian stone pine;513,3;0,0
2711;Italian stone pine;513,3;0,0
2712;Chinese privet;264,1;0,0
2713;Sycamore spp;560,8;0,0
2715;Sycamore spp;159,4;0,0
2717;English oak;94,2;0,0
2718;English oak;997,8;0,0
2719;English oak;94,2;0,0
2720;English oak;94,2;0,0
2721;English oak;3.221,9;0,0
2725;English oak;94,2;0,0
2726;Sycamore spp;159,4;0,0
2727;Ash spp;42,8;0,0
2728;Ash spp;42,8;0,0
2729;Ash spp;42,8;0,0
2730;Ash spp;42,8;0,0
2733;Downy oak;2.396,0;0,0
2736;Downy oak;2.396,0;0,0
2737;Downy oak;2.396,0;0,0
2738;Downy oak;2.396,0;0,0
2739;Downy oak;2.396,0;0,0
2740;Downy oak;2.396,0;0,0
2741;Downy oak;2.396,0;0,0
2743;Sycamore spp;1.288,3;0,0
2745;English oak;1.951,0;0,0
2747;English oak;4.810,6;0,0
2748;English oak;1.951,0;0,0
2751;Downy oak;3.956,8;0,0
2752;English oak;1.951,0;0,0
2753;Downy oak;3.956,8;0,0
2754;Sycamore spp;1.288,3;0,0
2755;Sycamore spp;560,8;0,0
2756;Sycamore spp;159,4;0,0
2757;Sycamore spp;159,4;0,0
2758;English yew;709,7;0,0
2759;Honeylocust;2.084,6;0,0
2762;English oak;362,3;0,0
2768;Honeylocust;910,5;0,0
2773;Honeylocust;2.084,6;0,0
2775;Sycamore spp;29,7;0,0
2777;Sycamore spp;2.394,6;0,0
2778;Sycamore spp;159,4;0,0
2779;Honeylocust;263,7;0,0
2780;Honeylocust;263,7;0,0
2781;Honeylocust;263,7;0,0
2782;Honeylocust;2.084,6;0,0
2783;Honeylocust;263,7;0,0
2784;Honeylocust;263,7;0,0
2787;Honeylocust;2.084,6;0,0
2792;Honeylocust;4,9;0,0
2793;Honeylocust;51,6;0,0
2794;Honeylocust;910,5;0,0
2795;Honeylocust;263,7;0,0
2796;Honeylocust;263,7;0,0
2797;European ash;2.884,7;0,0
2801;Northern red oak;53,5;0,0
2805;Honeylocust;2.084,6;0,0
2807;European ash;46,4;0,0
2808;Honeylocust;263,7;0,0
2809;Honeylocust;910,5;0,0
2810;Honeylocust;2.084,6;0,0
2811;Ash spp;1.463,5;0,0
2815;Deodar cedar;2.583,2;0,0
2817;Atlas cedar;4.063,3;0,0
2819;Atlas cedar;1.542,5;0,0
2820;Atlas cedar;1.613,9;0,0
2821;Atlas cedar;1.613,9;0,0
2822;Atlas cedar;4.063,3;0,0
2823;Atlas cedar;1.613,9;0,0
2824;Atlas cedar;1.613,9;0,0
2825;European ash;1.586,8;0,0
2826;Ash spp;1.426,9;0,0
2827;Ash spp;1.501,4;0,0
2828;Southern catalpa;1.105,1;0,0
2829;Ash spp;205,0;0,0
2830;Narrow-leafed ash;41,5;0,0
2831;Narrow-leafed ash;41,5;0,0
2832;Ash spp;39,1;0,0
2834;Ash spp;39,1;0,0
2835;Ash spp;193,1;0,0
2836;Ash spp;205,0;0,0
2837;Ash spp;205,0;0,0
2838;Ash spp;39,1;0,0
2841;Ash spp;3,2;0,0
2842;Elm spp;2.023,1;0,0
2843;Ash spp;1.501,4;0,0
2845;Ash spp;3,2;0,0
2846;Ash spp;39,1;0,0
2850;Italian stone pine;1.122,6;0,0
2852;Italian stone pine;1.182,0;0,0
2855;Southern magnolia;49,1;0,0
2857;Southern magnolia;50,1;0,0
2858;Southern magnolia;895,1;0,0
2859;Southern magnolia;260,9;0,0
2860;Southern magnolia;50,1;0,0
2861;Southern magnolia;49,1;0,0
2862;Southern magnolia;260,9;0,0
2863;Southern magnolia;895,1;0,0
2864;Southern magnolia;49,1;0,0
2865;Southern magnolia;49,1;0,0
2866;Southern magnolia;50,1;0,0
2867;Southern magnolia;260,9;0,0
2868;Deodar cedar;279,2;0,0
2870;Southern magnolia;899,5;0,0
2871;Southern magnolia;260,9;0,0
2873;Southern magnolia;50,1;0,0
2874;Southern magnolia;49,1;0,0
2875;Southern magnolia;3.735,4;0,0
2876;Southern magnolia;50,1;0,0
2877;Southern magnolia;895,1;0,0
2878;Southern magnolia;49,1;0,0
2881;Deodar cedar;279,2;0,0
2886;Deodar cedar;2.583,2;0,0
2887;Deodar cedar;1.585,1;0,0
2888;Deodar cedar;1.585,1;0,0
2889;Deodar cedar;1.585,1;0,0
2890;Deodar cedar;70,5;0,0
2891;Atlas cedar;279,2;0,0
2892;Atlas cedar;1.563,0;0,0
2893;Atlas cedar;1.563,0;0,0
2894;Deodar cedar;284,8;0,0
2895;Deodar cedar;1.585,1;0,0
2896;Deodar cedar;1.585,1;0,0
2898;Deodar cedar;798,8;0,0
2899;Deodar cedar;1.585,1;0,0
2901;European hackberry;79,5;0,0
2903;European hackberry;79,5;0,0
2904;Osage orange;1.713,7;0,0
2905;Osage orange;1.713,7;0,0
2907;Osage orange;3.863,8;0,0
2908;European hackberry;24,2;0,0
2911;European hackberry;24,2;0,0
2920;Basswood spp;1.598,6;0,0
2926;Eastern white pine;134,1;0,0
2928;European hackberry;24,2;0,0
2929;European hackberry;79,5;0,0
2930;European hackberry;24,2;0,0
2931;European hackberry;79,5;0,0
2939;European hackberry;79,5;0,0
2940;European hackberry;24,2;0,0
2941;European hackberry;24,2;0,0
2942;European hackberry;339,2;0,0
2945;European hackberry;339,2;0,0
2954;Sterculia spp;4,2;0,0
2955;European hackberry;339,2;0,0
2956;European hackberry;24,2;0,0
2958;European hackberry;79,5;0,0
2960;Sterculia spp;54,9;0,0
2962;European hackberry;79,5;0,0
2963;European hackberry;190,6;0,0
2964;Northern red oak;288,3;0,0
2965;Northern red oak;288,3;0,0
2966;Northern red oak;53,5;0,0
2967;Northern red oak;288,3;0,0
2968;Northern red oak;288,3;0,0
2971;European hackberry;79,5;0,0
2972;Northern red oak;288,3;0,0
2973;Northern red oak;997,2;0,0
2975;Northern red oak;288,3;0,0
2976;Northern red oak;288,3;0,0
2977;Northern red oak;288,3;0,0
2979;Northern red oak;288,3;0,0
2980;Northern red oak;53,5;0,0
2981;Northern red oak;288,3;0,0
2982;Northern red oak;288,3;0,0
2983;Northern red oak;53,5;0,0
2984;Northern red oak;288,3;0,0
2985;Northern red oak;288,3;0,0
2986;European hackberry;79,5;0,0
2987;European hackberry;79,5;0,0
2989;Northern red oak;288,3;0,0
2990;European hackberry;190,6;0,0
2991;European hackberry;79,5;0,0
2993;Northern red oak;53,5;0,0
2994;Northern red oak;53,5;0,0
2995;European hackberry;339,2;0,0
2999;European hackberry;339,2;0,0
3000;European hackberry;24,2;0,0
3002;Sterculia spp;54,9;0,0
3004;European hackberry;339,2;0,0
3005;European hackberry;24,2;0,0
3007;European hackberry;339,2;0,0
3009;European hackberry;339,2;0,0
3010;Libocedrus spp;633,1;0,0
3013;Libocedrus spp;633,1;0,0
3014;Libocedrus spp;633,1;0,0
3015;Libocedrus spp;633,1;0,0
3016;Libocedrus spp;633,1;0,0
3017;Libocedrus spp;633,1;0,0
3018;Libocedrus spp;633,1;0,0
3019;Libocedrus spp;633,1;0,0
3020;Libocedrus spp;633,1;0,0
3021;Libocedrus spp;633,1;0,0
3022;Libocedrus spp;1.811,8;0,0
3024;Libocedrus spp;3.559,8;0,0
3025;Libocedrus spp;3.603,2;0,0
3026;Libocedrus spp;3.603,2;0,0
3027;Libocedrus spp;3.559,8;0,0
3028;Ash spp;205,0;0,0
3029;Ash spp;658,5;0,0
3030;Ash spp;205,0;0,0
3031;Ash spp;1.426,9;0,0
3032;Ash spp;39,1;0,0
3033;Ash spp;205,0;0,0
3034;Ash spp;658,5;0,0
3035;Ash spp;39,1;0,0
3036;Ash spp;205,0;0,0
3038;Horse chestnut;50,5;0,0
3040;Honeylocust;2.084,6;0,0
3042;Horse chestnut;50,5;0,0
3043;Sycamore spp;1.288,3;0,0
3044;Horse chestnut;272,7;0,0
3045;Horse chestnut;50,5;0,0
3046;Horse chestnut;50,5;0,0
3047;Horse chestnut;50,5;0,0
3048;Necklacepod spp;2.223,5;0,0
3050;Honeylocust;910,5;0,0
3051;Black locust;2.327,8;0,0
3052;Necklacepod spp;971,2;0,0
3053;Goldenrain tree;357,9;0,0
3054;Atlas cedar;3.904,5;0,0
3055;Atlas cedar;798,8;0,0
3058;Holly oak;1.285,2;0,0
3059;Deodar cedar;1.613,9;0,0
3060;Holly oak;1.273,8;0,0
3061;Holly oak;1.278,7;0,0
3062;Holly oak;2.752,0;0,0
3064;Deodar cedar;1.542,5;0,0
3067;Deodar cedar;1.542,5;0,0
3069;Holly oak;402,8;0,0
3071;Holly oak;400,0;0,0
3072;Holly oak;1.273,8;0,0
3073;Holly oak;1.278,7;0,0
3074;Holly oak;1.278,7;0,0
3075;Holly oak;400,0;0,0
3077;Deodar cedar;279,2;0,0
3079;Holly oak;1.278,7;0,0
3080;Holly oak;1.278,7;0,0
3083;Holly oak;2.744,9;0,0
3085;Deodar cedar;1.542,5;0,0
3088;Holly oak;1.278,7;0,0
3089;Holly oak;400,0;0,0
3090;Deodar cedar;284,8;0,0
3091;Deodar cedar;1.613,9;0,0
3093;Holly oak;1.273,8;0,0
3094;Holly oak;2.752,0;0,0
3095;Holly oak;1.273,8;0,0
3096;Holly oak;1.285,2;0,0
3097;Holly oak;83,6;0,0
3098;Holly oak;83,6;0,0
3099;Holly oak;83,6;0,0
3101;Holly oak;402,8;0,0
3104;Holly oak;400,0;0,0
3107;Holly oak;7.612,5;0,0
3109;Basswood spp;1.598,6;0,0
3111;Basswood spp;2.891,4;0,0
3112;Hedge maple;271,9;0,0
3113;Basswood spp;216,8;0,0
3114;Basswood spp;216,8;0,0
3115;Basswood spp;42,3;0,0
3117;Basswood spp;216,8;0,0
3118;European ash;231,8;0,0
3122;Horse chestnut;288,6;0,0
3123;Horse chestnut;281,8;0,0
3124;Horse chestnut;984,0;0,0
3125;Sycamore spp;159,4;0,0
3126;Basswood spp;1.598,6;0,0
3127;Basswood spp;723,0;0,0
3129;Bigleaf linden;1.714,2;0,0
3131;Sycamore spp;29,7;0,0
3132;Common pear;332,0;0,0
3137;Horse chestnut;2.321,2;0,0
3138;Horse chestnut;1.016,9;0,0
3139;Horse chestnut;1.000,2;0,0
3140;Horse chestnut;2.321,2;0,0
3143;Horse chestnut;1.000,2;0,0
3147;Horse chestnut;1.016,9;0,0
3148;Horse chestnut;2.321,2;0,0
3151;Horse chestnut;281,8;0,0
3153;Horse chestnut;281,8;0,0
3154;Horse chestnut;1.000,2;0,0
3156;Italian stone pine;157,2;0,0
3158;Bay laurel;10,3;0,0
3159;Bay laurel;10,3;0,0
3160;Bay laurel;10,3;0,0
3161;Arbol de judea;4,9;0,0
3162;Necklacepod spp;4.148,4;0,0
3163;Black locust;2.327,8;0,0
3164;Ash spp;205,0;0,0
3165;Flowering ash;205,0;0,0
3167;Necklacepod spp;281,3;0,0
3168;Horse chestnut;4.172,7;0,0
3172;Black locust;294,5;0,0
3173;Black locust;294,5;0,0
3174;Ash spp;205,0;0,0
3177;Horse chestnut;2.291,6;0,0
3178;Hedge maple;1.940,9;0,0
3179;Elm spp;2.023,1;0,0
3180;Goldenrain tree;66,1;0,0
3183;Horse chestnut;2.321,2;0,0
3184;Necklacepod spp;971,2;0,0
3186;Elm spp;50,3;0,0
3188;Black locust;294,5;0,0
3191;Black locust;294,5;0,0
3192;Ash spp;205,0;0,0
3193;Ash spp;205,0;0,0
3194;Honeylocust;2.084,6;0,0
3195;Necklacepod spp;2.223,5;0,0
3197;Arbol de judea;263,7;0,0
3199;Hedge maple;52,1;0,0
3200;Ash spp;205,0;0,0
3201;Italian cypress;97,5;0,0
3203;Atlas cedar;1.613,9;0,0
3204;Black locust;5,4;0,0
3206;Ash spp;205,0;0,0
3207;Ash spp;205,0;0,0
3208;Italian stone pine;1.182,0;0,0
3209;Italian stone pine;157,2;0,0
3213;Necklacepod spp;281,3;0,0
3215;Ash spp;205,0;0,0
3217;Italian stone pine;163,2;0,0
3219;Italian stone pine;2.104,5;0,0
3222;Ash spp;42,8;0,0
3223;Italian stone pine;1.150,6;0,0
3224;Italian stone pine;1.150,6;0,0
3225;Ash spp;658,5;0,0
3226;Ash spp;205,0;0,0
3227;Ash spp;1.501,4;0,0
3228;Ash spp;205,0;0,0
3229;Ash spp;205,0;0,0
3231;Ash spp;205,0;0,0
3232;Ash spp;1.501,4;0,0
3233;Ash spp;205,0;0,0
3234;Necklacepod spp;281,3;0,0
3235;Necklacepod spp;281,3;0,0
3236;Necklacepod spp;971,2;0,0
3237;Necklacepod spp;281,3;0,0
3239;Horse chestnut;2.321,2;0,0
3241;Necklacepod spp;281,3;0,0
3243;Necklacepod spp;2.223,5;0,0
3244;Necklacepod spp;281,3;0,0
3245;Necklacepod spp;2.223,5;0,0
3246;Necklacepod spp;2.223,5;0,0
3249;Necklacepod spp;281,3;0,0
3250;Necklacepod spp;281,3;0,0
3251;Necklacepod spp;281,3;0,0
3253;Necklacepod spp;971,2;0,0
3255;Necklacepod spp;281,3;0,0
3256;Necklacepod spp;281,3;0,0
3257;Necklacepod spp;281,3;0,0
3259;Necklacepod spp;281,3;0,0
3260;Necklacepod spp;281,3;0,0
3261;Whitebeam;4,2;0,0
3262;Necklacepod spp;281,3;0,0
3264;Necklacepod spp;281,3;0,0
3265;Necklacepod spp;281,3;0,0
3267;Necklacepod spp;281,3;0,0
3268;Necklacepod spp;281,3;0,0
3270;Necklacepod spp;281,3;0,0
3271;English oak;14,8;0,0
3272;Necklacepod spp;281,3;0,0
3273;Norway maple;4,1;0,0
3274;Necklacepod spp;281,3;0,0
3275;Necklacepod spp;55,1;0,0
3287;Black locust;5,4;0,0
3288;Honeylocust;263,7;0,0
3290;Black walnut;956,6;0,0
3292;Honeylocust;263,7;0,0
3293;Honeylocust;263,7;0,0
3294;Horse chestnut;288,6;0,0
3297;Honeylocust;51,6;0,0
3299;Horse chestnut;2.321,2;0,0
3301;Horse chestnut;2.321,2;0,0
3302;Honeylocust;51,6;0,0
3304;Horse chestnut;2.291,6;0,0
3305;Horse chestnut;1.000,2;0,0
3306;Horse chestnut;984,0;0,0
3307;Horse chestnut;2.321,2;0,0
3308;Ash spp;3,8;0,0
3310;Horse chestnut;2.291,6;0,0
3311;Horse chestnut;2.291,6;0,0
3312;Horse chestnut;984,0;0,0
3313;Horse chestnut;3,6;0,0
3315;Horse chestnut;53,3;0,0
3316;Ash spp;42,8;0,0
3318;Horse chestnut;984,0;0,0
3319;Holly oak;2.752,0;0,0
3320;Elm spp;2.023,1;0,0
3323;Ash spp;3,8;0,0
3325;Elm spp;2.023,1;0,0
3327;Ash spp;3,8;0,0
3331;Horse chestnut;1.016,9;0,0
3332;Horse chestnut;2.321,2;0,0
3333;Freeman maple;4,1;0,0
3334;Freeman maple;4,1;0,0
3335;Black locust;5,4;0,0
3336;Freeman maple;4,1;0,0
3349;Ash spp;3,8;0,0
3351;Elm spp;5.982,3;0,0
3355;Black walnut;2.179,3;0,0
3357;Horse chestnut;2.321,2;0,0
3359;Black walnut;956,6;0,0
3360;Black locust;5,4;0,0
3363;Horse chestnut;2.291,6;0,0
3365;Horse chestnut;1.000,2;0,0
3366;Horse chestnut;1.016,9;0,0
3368;Black walnut;4.019,5;0,0
3369;Black locust;1.016,7;0,0
3373;Horse chestnut;1.000,2;0,0
3374;Elm spp;3.696,8;0,0
3375;Necklacepod spp;4.148,4;0,0
3378;Paper mulberry;1.474,3;0,0
3384;English oak;1.951,0;0,0
3385;Black locust;1.016,7;0,0
3387;Black locust;1.016,7;0,0
3388;Ash spp;42,8;0,0
3390;Black locust;1.016,7;0,0
3392;Black locust;294,5;0,0
3393;Black locust;2.327,8;0,0
3402;Hedge maple;57,2;0,0
3403;Black locust;57,7;0,0
3412;Hop hornbeam;43,5;0,0
3413;Hop hornbeam;43,5;0,0
3415;Boxelder;229,6;0,0
3416;Boxelder;229,6;0,0
3417;Necklacepod spp;2.223,5;0,0
3419;Elm spp;2.023,1;0,0
3420;Necklacepod spp;2.223,5;0,0
3421;Ash spp;205,0;0,0
3428;Horse chestnut;2.225,0;0,0
3429;Horse chestnut;2.225,0;0,0
3435;Italian cypress;97,5;0,0
3436;Italian cypress;97,5;0,0
3437;Italian cypress;370,3;0,0
3438;Sycamore spp;29,7;0,0
3439;Sycamore spp;159,4;0,0
3440;Sycamore spp;159,4;0,0
3441;Ash spp;42,8;0,0
3442;Ash spp;42,8;0,0
3443;Ash spp;42,8;0,0
3445;Italian stone pine;528,5;0,0
3446;Italian stone pine;163,2;0,0
3449;Italian stone pine;528,5;0,0
3450;Italian stone pine;163,2;0,0
3451;Italian stone pine;157,2;0,0
3452;Italian stone pine;1.182,0;0,0
3453;Ash spp;42,8;0,0
3454;Italian stone pine;528,5;0,0
3455;Italian stone pine;1.182,0;0,0
3459;Elm spp;2.023,1;0,0
3463;Austrian pine;984,6;0,0
3464;Austrian pine;1.013,4;0,0
3467;Austrian pine;452,6;0,0
3468;Austrian pine;984,6;0,0
3470;Horse chestnut;4.172,7;0,0
3472;European hackberry;339,2;0,0
3475;Horse chestnut;2.225,0;0,0
3479;Horse chestnut;1.000,2;0,0
3480;Ash spp;1.377,8;0,0
3482;Ash spp;1.501,4;0,0
3486;Horse chestnut;2.291,6;0,0
3494;Necklacepod spp;2.223,5;0,0
3501;Elm spp;2.023,1;0,0
3509;Elm spp;265,1;0,0
3516;Elm spp;902,6;0,0
3519;Ash spp;3.944,2;0,0
3523;Atlas cedar;2.583,2;0,0
3525;Atlas cedar;2.694,1;0,0
3526;Necklacepod spp;281,3;0,0
3527;Necklacepod spp;2.223,5;0,0
3528;Necklacepod spp;2.223,5;0,0
3529;Black locust;294,5;0,0
3532;Hedge maple;271,9;0,0
3536;Black locust;294,5;0,0
3541;Sycamore spp;159,4;0,0
3545;Horse chestnut;281,8;0,0
3546;Horse chestnut;1.000,2;0,0
3547;Horse chestnut;1.000,2;0,0
3548;Ash spp;205,0;0,0
3550;Italian cypress;370,3;0,0
3551;Italian cypress;370,3;0,0
3552;Sycamore spp;3.918,1;0,0
3554;Deodar cedar;1.585,1;0,0
3555;Deodar cedar;1.585,1;0,0
3556;Deodar cedar;816,2;0,0
3558;Deodar cedar;816,2;0,0
3559;Deodar cedar;798,8;0,0
3560;Deodar cedar;798,8;0,0
3561;Deodar cedar;1.613,9;0,0
3562;Deodar cedar;1.563,0;0,0
3563;Deodar cedar;293,6;0,0
3564;Deodar cedar;279,2;0,0
3565;Deodar cedar;1.613,9;0,0
3566;Deodar cedar;1.613,9;0,0
3567;Deodar cedar;293,6;0,0
3568;Deodar cedar;1.585,1;0,0
3569;Atlas cedar;798,8;0,0
3570;Deodar cedar;1.613,9;0,0
3571;Deodar cedar;2.583,2;0,0
3572;Deodar cedar;1.585,1;0,0
3573;Deodar cedar;284,8;0,0
3574;Deodar cedar;798,8;0,0
3575;Deodar cedar;798,8;0,0
3576;Deodar cedar;284,8;0,0
3577;Deodar cedar;1.585,1;0,0
3579;Horse chestnut;281,8;0,0
3586;Italian stone pine;1.182,0;0,0
3587;Italian stone pine;513,3;0,0
3588;Italian stone pine;513,3;0,0
3589;Italian stone pine;157,2;0,0
3592;Italian stone pine;1.182,0;0,0
3599;Libocedrus spp;1.811,8;0,0
3600;Libocedrus spp;3.603,2;0,0
3601;Libocedrus spp;633,1;0,0
3603;Sycamore spp;159,4;0,0
3604;Sycamore spp;159,4;0,0
3605;Sycamore spp;1.288,3;0,0
3606;Sycamore spp;159,4;0,0
3607;Sycamore spp;1.288,3;0,0
3610;Italian cypress;370,3;0,0
3611;Italian cypress;370,3;0,0
3612;Italian cypress;97,5;0,0
3613;Italian cypress;370,3;0,0
3614;Italian cypress;97,5;0,0
3615;Italian stone pine;546,1;0,0
3616;Italian stone pine;1.182,0;0,0
3628;Deodar cedar;2.583,2;0,0
3629;Deodar cedar;1.542,5;0,0
3633;Deodar cedar;1.613,9;0,0
3634;Deodar cedar;70,5;0,0
3635;Deodar cedar;279,2;0,0
3636;Deodar cedar;1.613,9;0,0
3637;Deodar cedar;2.694,1;0,0
3639;Austrian pine;140,2;0,0
3640;Austrian pine;452,6;0,0
3641;Austrian pine;140,2;0,0
3642;Austrian pine;140,2;0,0
3643;Austrian pine;140,2;0,0
3644;Austrian pine;140,2;0,0
3646;Necklacepod spp;281,3;0,0
3647;Necklacepod spp;281,3;0,0
3653;Italian stone pine;157,2;0,0
3654;Italian stone pine;157,2;0,0
3655;Italian stone pine;157,2;0,0
3656;Italian stone pine;157,2;0,0
3657;English oak;3.221,9;0,0
3660;Necklacepod spp;281,3;0,0
3661;Necklacepod spp;281,3;0,0
3669;Horse chestnut;53,3;0,0
3674;Elm spp;2.023,1;0,0
3683;Horse chestnut;984,0;0,0
3684;Horse chestnut;984,0;0,0
3685;Horse chestnut;984,0;0,0
3688;European hackberry;3,7;0,0
3691;European hackberry;79,5;0,0
3695;Horse chestnut;281,8;0,0
3696;Horse chestnut;281,8;0,0
3697;Horse chestnut;984,0;0,0
3698;Horse chestnut;984,0;0,0
3699;European hackberry;3,7;0,0
3700;Horse chestnut;984,0;0,0
3702;Horse chestnut;281,8;0,0
3704;Horse chestnut;281,8;0,0
3705;European hackberry;79,5;0,0
3706;European hackberry;79,5;0,0
3709;European hackberry;79,5;0,0
3710;European hackberry;79,5;0,0
3711;European hackberry;79,5;0,0
3712;European hackberry;79,5;0,0
3714;European hackberry;79,5;0,0
3715;European hackberry;79,5;0,0
3716;European hackberry;79,5;0,0
3718;European hackberry;24,2;0,0
3721;European hackberry;79,5;0,0
3722;European hackberry;79,5;0,0
3723;European hackberry;79,5;0,0
3724;European hackberry;24,2;0,0
